uncultured Firmicutes bacterium RUG293	PRJEB21624	SAMEA104666785	344338	[GCA_900317575.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/575/GCA_900317575.1_Rumen_uncultured_genome_RUG293)	[GCA_900317575.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/575/GCA_900317575.1_Rumen_uncultured_genome_RUG293/GCA_900317575.1_Rumen_uncultured_genome_RUG293_genomic.fna.gz)		
uncultured Prevotellaceae bacterium RUG317	PRJEB21624	SAMEA104667039	370804	[GCA_900317655.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/655/GCA_900317655.1_Rumen_uncultured_genome_RUG317)	[GCA_900317655.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/655/GCA_900317655.1_Rumen_uncultured_genome_RUG317/GCA_900317655.1_Rumen_uncultured_genome_RUG317_genomic.fna.gz)		
uncultured Prevotella sp. RUG318	PRJEB21624	SAMEA104666958	159272	[GCA_900317685.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/685/GCA_900317685.1_Rumen_uncultured_genome_RUG318)	[GCA_900317685.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/685/GCA_900317685.1_Rumen_uncultured_genome_RUG318/GCA_900317685.1_Rumen_uncultured_genome_RUG318_genomic.fna.gz)		
uncultured Bacteroidales bacterium RUG312	PRJEB21624	SAMEA104666356	194843	[GCA_900317715.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/715/GCA_900317715.1_Rumen_uncultured_genome_RUG312)	[GCA_900317715.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/715/GCA_900317715.1_Rumen_uncultured_genome_RUG312/GCA_900317715.1_Rumen_uncultured_genome_RUG312_genomic.fna.gz)		
uncultured Lachnospiraceae bacterium RUG306	PRJEB21624	SAMEA104666837	297314	[GCA_900317755.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/755/GCA_900317755.1_Rumen_uncultured_genome_RUG306)	[GCA_900317755.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/755/GCA_900317755.1_Rumen_uncultured_genome_RUG306/GCA_900317755.1_Rumen_uncultured_genome_RUG306_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG322	PRJEB21624	SAMEA104666564	172733	[GCA_900317815.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/815/GCA_900317815.1_Rumen_uncultured_genome_RUG322)	[GCA_900317815.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/815/GCA_900317815.1_Rumen_uncultured_genome_RUG322/GCA_900317815.1_Rumen_uncultured_genome_RUG322_genomic.fna.gz)		
uncultured Bacteroidales bacterium RUG331	PRJEB21624	SAMEA104666362	194843	[GCA_900317845.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/845/GCA_900317845.1_Rumen_uncultured_genome_RUG331)	[GCA_900317845.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/845/GCA_900317845.1_Rumen_uncultured_genome_RUG331/GCA_900317845.1_Rumen_uncultured_genome_RUG331_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG332	PRJEB21624	SAMEA104666567	172733	[GCA_900317855.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/855/GCA_900317855.1_Rumen_uncultured_genome_RUG332)	[GCA_900317855.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/855/GCA_900317855.1_Rumen_uncultured_genome_RUG332/GCA_900317855.1_Rumen_uncultured_genome_RUG332_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG333	PRJEB21624	SAMEA104666568	172733	[GCA_900317875.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/875/GCA_900317875.1_Rumen_uncultured_genome_RUG333)	[GCA_900317875.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/875/GCA_900317875.1_Rumen_uncultured_genome_RUG333/GCA_900317875.1_Rumen_uncultured_genome_RUG333_genomic.fna.gz)		
uncultured Prevotella sp. RUG339	PRJEB21624	SAMEA104666959	159272	[GCA_900317895.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/895/GCA_900317895.1_Rumen_uncultured_genome_RUG339)	[GCA_900317895.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/895/GCA_900317895.1_Rumen_uncultured_genome_RUG339/GCA_900317895.1_Rumen_uncultured_genome_RUG339_genomic.fna.gz)		
uncultured Bacteroidales bacterium RUG348	PRJEB21624	SAMEA104666365	194843	[GCA_900317955.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/955/GCA_900317955.1_Rumen_uncultured_genome_RUG348)	[GCA_900317955.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/955/GCA_900317955.1_Rumen_uncultured_genome_RUG348/GCA_900317955.1_Rumen_uncultured_genome_RUG348_genomic.fna.gz)		
uncultured Bacteroidales bacterium RUG352	PRJEB21624	SAMEA104666366	194843	[GCA_900318015.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/015/GCA_900318015.1_Rumen_uncultured_genome_RUG352)	[GCA_900318015.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/015/GCA_900318015.1_Rumen_uncultured_genome_RUG352/GCA_900318015.1_Rumen_uncultured_genome_RUG352_genomic.fna.gz)		
uncultured Firmicutes bacterium RUG357	PRJEB21624	SAMEA104666787	344338	[GCA_900318075.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/075/GCA_900318075.1_Rumen_uncultured_genome_RUG357)	[GCA_900318075.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/075/GCA_900318075.1_Rumen_uncultured_genome_RUG357/GCA_900318075.1_Rumen_uncultured_genome_RUG357_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG349	PRJEB21624	SAMEA104666572	172733	[GCA_900318105.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/105/GCA_900318105.1_Rumen_uncultured_genome_RUG349)	[GCA_900318105.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/105/GCA_900318105.1_Rumen_uncultured_genome_RUG349/GCA_900318105.1_Rumen_uncultured_genome_RUG349_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG363	PRJEB21624	SAMEA104666577	172733	[GCA_900318145.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/145/GCA_900318145.1_Rumen_uncultured_genome_RUG363)	[GCA_900318145.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/145/GCA_900318145.1_Rumen_uncultured_genome_RUG363/GCA_900318145.1_Rumen_uncultured_genome_RUG363_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG361	PRJEB21624	SAMEA104666576	172733	[GCA_900318155.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/155/GCA_900318155.1_Rumen_uncultured_genome_RUG361)	[GCA_900318155.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/155/GCA_900318155.1_Rumen_uncultured_genome_RUG361/GCA_900318155.1_Rumen_uncultured_genome_RUG361_genomic.fna.gz)		
uncultured planctomycete RUG369	PRJEB21624	SAMEA104666921	120965	[GCA_900318195.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/195/GCA_900318195.1_Rumen_uncultured_genome_RUG369)	[GCA_900318195.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/195/GCA_900318195.1_Rumen_uncultured_genome_RUG369/GCA_900318195.1_Rumen_uncultured_genome_RUG369_genomic.fna.gz)		
uncultured Bacteroidales bacterium RUG372	PRJEB21624	SAMEA104666370	194843	[GCA_900318245.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/245/GCA_900318245.1_Rumen_uncultured_genome_RUG372)	[GCA_900318245.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/245/GCA_900318245.1_Rumen_uncultured_genome_RUG372/GCA_900318245.1_Rumen_uncultured_genome_RUG372_genomic.fna.gz)		
uncultured Prevotellaceae bacterium RUG376	PRJEB21624	SAMEA104667046	370804	[GCA_900318305.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/305/GCA_900318305.1_Rumen_uncultured_genome_RUG376)	[GCA_900318305.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/305/GCA_900318305.1_Rumen_uncultured_genome_RUG376/GCA_900318305.1_Rumen_uncultured_genome_RUG376_genomic.fna.gz)		
uncultured Bacteroidales bacterium RUG387	PRJEB21624	SAMEA104666375	194843	[GCA_900318355.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/355/GCA_900318355.1_Rumen_uncultured_genome_RUG387)	[GCA_900318355.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/355/GCA_900318355.1_Rumen_uncultured_genome_RUG387/GCA_900318355.1_Rumen_uncultured_genome_RUG387_genomic.fna.gz)		
uncultured Bacteroidales bacterium RUG395	PRJEB21624	SAMEA104666378	194843	[GCA_900318445.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/445/GCA_900318445.1_Rumen_uncultured_genome_RUG395)	[GCA_900318445.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/445/GCA_900318445.1_Rumen_uncultured_genome_RUG395/GCA_900318445.1_Rumen_uncultured_genome_RUG395_genomic.fna.gz)		
uncultured Prevotellaceae bacterium RUG396	PRJEB21624	SAMEA104667049	370804	[GCA_900318475.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/475/GCA_900318475.1_Rumen_uncultured_genome_RUG396)	[GCA_900318475.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/475/GCA_900318475.1_Rumen_uncultured_genome_RUG396/GCA_900318475.1_Rumen_uncultured_genome_RUG396_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG394	PRJEB21624	SAMEA104666587	172733	[GCA_900318495.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/495/GCA_900318495.1_Rumen_uncultured_genome_RUG394)	[GCA_900318495.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/495/GCA_900318495.1_Rumen_uncultured_genome_RUG394/GCA_900318495.1_Rumen_uncultured_genome_RUG394_genomic.fna.gz)		
uncultured Prevotellaceae bacterium RUG401	PRJEB21624	SAMEA104667051	370804	[GCA_900318535.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/535/GCA_900318535.1_Rumen_uncultured_genome_RUG401)	[GCA_900318535.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/535/GCA_900318535.1_Rumen_uncultured_genome_RUG401/GCA_900318535.1_Rumen_uncultured_genome_RUG401_genomic.fna.gz)		
uncultured Bacteroidales bacterium RUG406	PRJEB21624	SAMEA104666379	194843	[GCA_900318575.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/575/GCA_900318575.1_Rumen_uncultured_genome_RUG406)	[GCA_900318575.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/575/GCA_900318575.1_Rumen_uncultured_genome_RUG406/GCA_900318575.1_Rumen_uncultured_genome_RUG406_genomic.fna.gz)		
uncultured Prevotellaceae bacterium RUG403	PRJEB21624	SAMEA104667052	370804	[GCA_900318585.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/585/GCA_900318585.1_Rumen_uncultured_genome_RUG403)	[GCA_900318585.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/585/GCA_900318585.1_Rumen_uncultured_genome_RUG403/GCA_900318585.1_Rumen_uncultured_genome_RUG403_genomic.fna.gz)		
uncultured Rhodospirillaceae bacterium RUG410	PRJEB21624	SAMEA104667141	352351	[GCA_900318605.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/605/GCA_900318605.1_Rumen_uncultured_genome_RUG410)	[GCA_900318605.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/605/GCA_900318605.1_Rumen_uncultured_genome_RUG410/GCA_900318605.1_Rumen_uncultured_genome_RUG410_genomic.fna.gz)		
uncultured Prevotellaceae bacterium RUG415	PRJEB21624	SAMEA104667056	370804	[GCA_900318675.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/675/GCA_900318675.1_Rumen_uncultured_genome_RUG415)	[GCA_900318675.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/675/GCA_900318675.1_Rumen_uncultured_genome_RUG415/GCA_900318675.1_Rumen_uncultured_genome_RUG415_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG411	PRJEB21624	SAMEA104666593	172733	[GCA_900318695.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/695/GCA_900318695.1_Rumen_uncultured_genome_RUG411)	[GCA_900318695.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/695/GCA_900318695.1_Rumen_uncultured_genome_RUG411/GCA_900318695.1_Rumen_uncultured_genome_RUG411_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG420	PRJEB21624	SAMEA104666595	172733	[GCA_900318715.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/715/GCA_900318715.1_Rumen_uncultured_genome_RUG420)	[GCA_900318715.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/715/GCA_900318715.1_Rumen_uncultured_genome_RUG420/GCA_900318715.1_Rumen_uncultured_genome_RUG420_genomic.fna.gz)		
uncultured Bacteroidales bacterium RUG421	PRJEB21624	SAMEA104666382	194843	[GCA_900318725.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/725/GCA_900318725.1_Rumen_uncultured_genome_RUG421)	[GCA_900318725.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/725/GCA_900318725.1_Rumen_uncultured_genome_RUG421/GCA_900318725.1_Rumen_uncultured_genome_RUG421_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG427	PRJEB21624	SAMEA104666597	172733	[GCA_900318755.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/755/GCA_900318755.1_Rumen_uncultured_genome_RUG427)	[GCA_900318755.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/755/GCA_900318755.1_Rumen_uncultured_genome_RUG427/GCA_900318755.1_Rumen_uncultured_genome_RUG427_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG416	PRJEB21624	SAMEA104666594	172733	[GCA_900318765.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/765/GCA_900318765.1_Rumen_uncultured_genome_RUG416)	[GCA_900318765.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/765/GCA_900318765.1_Rumen_uncultured_genome_RUG416/GCA_900318765.1_Rumen_uncultured_genome_RUG416_genomic.fna.gz)		
uncultured Prevotellaceae bacterium RUG418	PRJEB21624	SAMEA104667057	370804	[GCA_900318775.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/775/GCA_900318775.1_Rumen_uncultured_genome_RUG418)	[GCA_900318775.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/775/GCA_900318775.1_Rumen_uncultured_genome_RUG418/GCA_900318775.1_Rumen_uncultured_genome_RUG418_genomic.fna.gz)		
uncultured Prevotella sp. RUG419	PRJEB21624	SAMEA104666962	159272	[GCA_900318785.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/785/GCA_900318785.1_Rumen_uncultured_genome_RUG419)	[GCA_900318785.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/785/GCA_900318785.1_Rumen_uncultured_genome_RUG419/GCA_900318785.1_Rumen_uncultured_genome_RUG419_genomic.fna.gz)		
uncultured Bacteroidales bacterium RUG429	PRJEB21624	SAMEA104666383	194843	[GCA_900318835.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/835/GCA_900318835.1_Rumen_uncultured_genome_RUG429)	[GCA_900318835.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/835/GCA_900318835.1_Rumen_uncultured_genome_RUG429/GCA_900318835.1_Rumen_uncultured_genome_RUG429_genomic.fna.gz)		
uncultured Prevotella sp. RUG430	PRJEB21624	SAMEA104666964	159272	[GCA_900318855.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/855/GCA_900318855.1_Rumen_uncultured_genome_RUG430)	[GCA_900318855.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/855/GCA_900318855.1_Rumen_uncultured_genome_RUG430/GCA_900318855.1_Rumen_uncultured_genome_RUG430_genomic.fna.gz)		
uncultured Prevotellaceae bacterium RUG434	PRJEB21624	SAMEA104667060	370804	[GCA_900318865.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/865/GCA_900318865.1_Rumen_uncultured_genome_RUG434)	[GCA_900318865.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/865/GCA_900318865.1_Rumen_uncultured_genome_RUG434/GCA_900318865.1_Rumen_uncultured_genome_RUG434_genomic.fna.gz)		
uncultured Firmicutes bacterium RUG448	PRJEB21624	SAMEA104666789	344338	[GCA_900318975.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/975/GCA_900318975.1_Rumen_uncultured_genome_RUG448)	[GCA_900318975.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/975/GCA_900318975.1_Rumen_uncultured_genome_RUG448/GCA_900318975.1_Rumen_uncultured_genome_RUG448_genomic.fna.gz)		
uncultured Bacteroidales bacterium RUG455	PRJEB21624	SAMEA104666388	194843	[GCA_900319005.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/005/GCA_900319005.1_Rumen_uncultured_genome_RUG455)	[GCA_900319005.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/005/GCA_900319005.1_Rumen_uncultured_genome_RUG455/GCA_900319005.1_Rumen_uncultured_genome_RUG455_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG441	PRJEB21624	SAMEA104666601	172733	[GCA_900319095.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/095/GCA_900319095.1_Rumen_uncultured_genome_RUG441)	[GCA_900319095.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/095/GCA_900319095.1_Rumen_uncultured_genome_RUG441/GCA_900319095.1_Rumen_uncultured_genome_RUG441_genomic.fna.gz)		
uncultured Ruminococcus sp. RUG471	PRJEB21624	SAMEA104667151	165186	[GCA_900319195.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/195/GCA_900319195.1_Rumen_uncultured_genome_RUG471)	[GCA_900319195.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/195/GCA_900319195.1_Rumen_uncultured_genome_RUG471/GCA_900319195.1_Rumen_uncultured_genome_RUG471_genomic.fna.gz)		
uncultured Prevotellaceae bacterium RUG476	PRJEB21624	SAMEA104667070	370804	[GCA_900319225.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/225/GCA_900319225.1_Rumen_uncultured_genome_RUG476)	[GCA_900319225.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/225/GCA_900319225.1_Rumen_uncultured_genome_RUG476/GCA_900319225.1_Rumen_uncultured_genome_RUG476_genomic.fna.gz)		
uncultured Prevotellaceae bacterium RUG465	PRJEB21624	SAMEA104667069	370804	[GCA_900319235.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/235/GCA_900319235.1_Rumen_uncultured_genome_RUG465)	[GCA_900319235.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/235/GCA_900319235.1_Rumen_uncultured_genome_RUG465/GCA_900319235.1_Rumen_uncultured_genome_RUG465_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG475	PRJEB21624	SAMEA104666615	172733	[GCA_900319255.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/255/GCA_900319255.1_Rumen_uncultured_genome_RUG475)	[GCA_900319255.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/255/GCA_900319255.1_Rumen_uncultured_genome_RUG475/GCA_900319255.1_Rumen_uncultured_genome_RUG475_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG480	PRJEB21624	SAMEA104666616	172733	[GCA_900319285.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/285/GCA_900319285.1_Rumen_uncultured_genome_RUG480)	[GCA_900319285.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/285/GCA_900319285.1_Rumen_uncultured_genome_RUG480/GCA_900319285.1_Rumen_uncultured_genome_RUG480_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG491	PRJEB21624	SAMEA104666618	172733	[GCA_900319455.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/455/GCA_900319455.1_Rumen_uncultured_genome_RUG491)	[GCA_900319455.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/455/GCA_900319455.1_Rumen_uncultured_genome_RUG491/GCA_900319455.1_Rumen_uncultured_genome_RUG491_genomic.fna.gz)		
uncultured Erysipelotrichaceae bacterium RUG503	PRJEB21624	SAMEA104666770	331630	[GCA_900319505.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/505/GCA_900319505.1_Rumen_uncultured_genome_RUG503)	[GCA_900319505.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/505/GCA_900319505.1_Rumen_uncultured_genome_RUG503/GCA_900319505.1_Rumen_uncultured_genome_RUG503_genomic.fna.gz)		
uncultured Prevotella sp. RUG504	PRJEB21624	SAMEA104666969	159272	[GCA_900319545.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/545/GCA_900319545.1_Rumen_uncultured_genome_RUG504)	[GCA_900319545.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/545/GCA_900319545.1_Rumen_uncultured_genome_RUG504/GCA_900319545.1_Rumen_uncultured_genome_RUG504_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG508	PRJEB21624	SAMEA104666622	172733	[GCA_900319565.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/565/GCA_900319565.1_Rumen_uncultured_genome_RUG508)	[GCA_900319565.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/565/GCA_900319565.1_Rumen_uncultured_genome_RUG508/GCA_900319565.1_Rumen_uncultured_genome_RUG508_genomic.fna.gz)		
uncultured Desulfovibrio sp. RUG514	PRJEB21624	SAMEA104666740	167968	[GCA_900319575.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/575/GCA_900319575.1_Rumen_uncultured_genome_RUG514)	[GCA_900319575.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/575/GCA_900319575.1_Rumen_uncultured_genome_RUG514/GCA_900319575.1_Rumen_uncultured_genome_RUG514_genomic.fna.gz)		
uncultured Bacteroidales bacterium RUG501	PRJEB21624	SAMEA104666397	194843	[GCA_900319595.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/595/GCA_900319595.1_Rumen_uncultured_genome_RUG501)	[GCA_900319595.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/595/GCA_900319595.1_Rumen_uncultured_genome_RUG501/GCA_900319595.1_Rumen_uncultured_genome_RUG501_genomic.fna.gz)		
uncultured Treponema sp. RUG517	PRJEB21624	SAMEA104667190	162155	[GCA_900319625.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/625/GCA_900319625.1_Rumen_uncultured_genome_RUG517)	[GCA_900319625.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/625/GCA_900319625.1_Rumen_uncultured_genome_RUG517/GCA_900319625.1_Rumen_uncultured_genome_RUG517_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG502	PRJEB21624	SAMEA104666621	172733	[GCA_900319635.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/635/GCA_900319635.1_Rumen_uncultured_genome_RUG502)	[GCA_900319635.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/635/GCA_900319635.1_Rumen_uncultured_genome_RUG502/GCA_900319635.1_Rumen_uncultured_genome_RUG502_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG534	PRJEB21624	SAMEA104666634	172733	[GCA_900319795.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/795/GCA_900319795.1_Rumen_uncultured_genome_RUG534)	[GCA_900319795.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/795/GCA_900319795.1_Rumen_uncultured_genome_RUG534/GCA_900319795.1_Rumen_uncultured_genome_RUG534_genomic.fna.gz)		
uncultured Prevotella sp. RUG536	PRJEB21624	SAMEA104666972	159272	[GCA_900319895.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/895/GCA_900319895.1_Rumen_uncultured_genome_RUG536)	[GCA_900319895.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/895/GCA_900319895.1_Rumen_uncultured_genome_RUG536/GCA_900319895.1_Rumen_uncultured_genome_RUG536_genomic.fna.gz)		
uncultured Campylobacter sp. RUG537	PRJEB21624	SAMEA104666449	218934	[GCA_900319915.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/915/GCA_900319915.1_Rumen_uncultured_genome_RUG537)	[GCA_900319915.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/915/GCA_900319915.1_Rumen_uncultured_genome_RUG537/GCA_900319915.1_Rumen_uncultured_genome_RUG537_genomic.fna.gz)		
uncultured Rhodospirillaceae bacterium RUG560	PRJEB21624	SAMEA104667142	352351	[GCA_900320035.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/320/035/GCA_900320035.1_Rumen_uncultured_genome_RUG560)	[GCA_900320035.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/320/035/GCA_900320035.1_Rumen_uncultured_genome_RUG560/GCA_900320035.1_Rumen_uncultured_genome_RUG560_genomic.fna.gz)		
uncultured Clostridiales bacterium RUG565	PRJEB21624	SAMEA104666639	172733	[GCA_900320105.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/320/105/GCA_900320105.1_Rumen_uncultured_genome_RUG565)	[GCA_900320105.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/320/105/GCA_900320105.1_Rumen_uncultured_genome_RUG565/GCA_900320105.1_Rumen_uncultured_genome_RUG565_genomic.fna.gz)		
